Address,Element,FileName,Recovery,Run,SheetName,Sl_No,Stage
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 09m 01.1159s.jpg,Lead,Cell1 19h 09m 01.1159s.jpg,14.2300879479247,1,R1_Lead,14,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 09m 24.9900s.jpg,Lead,Cell1 19h 09m 24.9900s.jpg,15.1692025207811,1,R1_Lead,16,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 09m 44.9070s.jpg,Lead,Cell1 19h 09m 44.9070s.jpg,15.6857022289744,1,R1_Lead,18,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 10m 07.7920s.jpg,Lead,Cell1 19h 10m 07.7920s.jpg,16.3366773354626,1,R1_Lead,20,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 10m 18.5750s.jpg,Lead,Cell1 19h 10m 18.5750s.jpg,16.5332591790091,1,R1_Lead,21,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 10m 29.8570s.jpg,Lead,Cell1 19h 10m 29.8570s.jpg,16.798443589752,1,R1_Lead,22,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 10m 41.3359s.jpg,Lead,Cell1 19h 10m 41.3359s.jpg,16.824880126233097,1,R1_Lead,23,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 10m 52.8629s.jpg,Lead,Cell1 19h 10m 52.8629s.jpg,16.8247799356504,1,R1_Lead,24,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 11m 02.9460s.jpg,Lead,Cell1 19h 11m 02.9460s.jpg,16.8094029407997,1,R1_Lead,25,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 11m 13.1979s.jpg,Lead,Cell1 19h 11m 13.1979s.jpg,17.071713415341,1,R1_Lead,26,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 11m 24.1919s.jpg,Lead,Cell1 19h 11m 24.1919s.jpg,17.3272449872875,1,R1_Lead,27,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 11m 34.2590s.jpg,Lead,Cell1 19h 11m 34.2590s.jpg,17.5874814973733,1,R1_Lead,28,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 11m 48.6250s.jpg,Lead,Cell1 19h 11m 48.6250s.jpg,17.9788976110396,1,R1_Lead,29,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 11m 59.8770s.jpg,Lead,Cell1 19h 11m 59.8770s.jpg,18.1359087303076,1,R1_Lead,30,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 12m 11.329s.jpg,Lead,Cell1 19h 12m 11.329s.jpg,18.3844087562681,1,R1_Lead,31,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 12m 21.8759s.jpg,Lead,Cell1 19h 12m 21.8759s.jpg,18.6412023600344,1,R1_Lead,32,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 12m 36.9309s.jpg,Lead,Cell1 19h 12m 36.9309s.jpg,18.7958434331713,1,R1_Lead,33,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 12m 46.5290s.jpg,Lead,Cell1 19h 12m 46.5290s.jpg,18.7945756656414,1,R1_Lead,34,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 12m 57.4170s.jpg,Lead,Cell1 19h 12m 57.4170s.jpg,18.7948268749792,1,R1_Lead,35,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 13m 07.5659s.jpg,Lead,Cell1 19h 13m 07.5659s.jpg,18.9552893940979,1,R1_Lead,36,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 13m 19.5109s.jpg,Lead,Cell1 19h 13m 19.5109s.jpg,18.9587241491739,1,R1_Lead,37,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 13m 30.8550s.jpg,Lead,Cell1 19h 13m 30.8550s.jpg,18.9587201553152,1,R1_Lead,38,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 13m 41.2390s.jpg,Lead,Cell1 19h 13m 41.2390s.jpg,18.9587201338175,1,R1_Lead,39,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 13m 52.1340s.jpg,Lead,Cell1 19h 13m 52.1340s.jpg,18.958720123560898,1,R1_Lead,40,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 14m 02.3369s.jpg,Lead,Cell1 19h 14m 02.3369s.jpg,18.9587191804818,1,R1_Lead,41,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 14m 12.3710s.jpg,Lead,Cell1 19h 14m 12.3710s.jpg,18.958897085258602,1,R1_Lead,42,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 14m 23.6089s.jpg,Lead,Cell1 19h 14m 23.6089s.jpg,19.1278815972938,1,R1_Lead,43,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 14m 44.179s.jpg,Lead,Cell1 19h 14m 44.179s.jpg,19.122864872742802,1,R1_Lead,45,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 14m 54.2179s.jpg,Lead,Cell1 19h 14m 54.2179s.jpg,19.1228704341673,1,R1_Lead,46,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 15m 06.2699s.jpg,Lead,Cell1 19h 15m 06.2699s.jpg,19.119126981559102,1,R1_Lead,47,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 15m 16.4800s.jpg,Lead,Cell1 19h 15m 16.4800s.jpg,18.9641621448517,1,R1_Lead,48,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 15m 29.5620s.jpg,Lead,Cell1 19h 15m 29.5620s.jpg,18.7952929803385,1,R1_Lead,49,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 1/pics/Cell1 19h 15m 39.6440s.jpg,Lead,Cell1 19h 15m 39.6440s.jpg,18.7957913153214,1,R1_Lead,50,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 31m 12.6240s.jpg,Zinc,Cell1 19h 31m 12.6240s.jpg,9.48143745654767,1,R1_Zinc,57,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 31m 22.7880s.jpg,Zinc,Cell1 19h 31m 22.7880s.jpg,11.6877187988551,1,R1_Zinc,58,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 31m 32.9070s.jpg,Zinc,Cell1 19h 31m 32.9070s.jpg,14.963231518555501,1,R1_Zinc,59,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 31m 46.1760s.jpg,Zinc,Cell1 19h 31m 46.1760s.jpg,16.307365768830902,1,R1_Zinc,60,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 31m 57.2850s.jpg,Zinc,Cell1 19h 31m 57.2850s.jpg,17.6227411286119,1,R1_Zinc,61,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 32m 19.6570s.jpg,Zinc,Cell1 19h 32m 19.6570s.jpg,20.487079415038302,1,R1_Zinc,63,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 32m 29.4820s.jpg,Zinc,Cell1 19h 32m 29.4820s.jpg,20.9998917301697,1,R1_Zinc,64,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 32m 40.7809s.jpg,Zinc,Cell1 19h 32m 40.7809s.jpg,21.5820920835382,1,R1_Zinc,65,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 32m 52.8929s.jpg,Zinc,Cell1 19h 32m 52.8929s.jpg,22.0624616207836,1,R1_Zinc,66,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 33m 07.880s.jpg,Zinc,Cell1 19h 33m 07.880s.jpg,22.9032849830261,1,R1_Zinc,67,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 33m 29.3510s.jpg,Zinc,Cell1 19h 33m 29.3510s.jpg,23.7599096850565,1,R1_Zinc,69,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 33m 39.6940s.jpg,Zinc,Cell1 19h 33m 39.6940s.jpg,23.774401698186196,1,R1_Zinc,70,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 33m 51.8550s.jpg,Zinc,Cell1 19h 33m 51.8550s.jpg,23.3153579591459,1,R1_Zinc,71,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 34m 02.9939s.jpg,Zinc,Cell1 19h 34m 02.9939s.jpg,23.3097806540421,1,R1_Zinc,72,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 34m 15.1370s.jpg,Zinc,Cell1 19h 34m 15.1370s.jpg,23.7235997102564,1,R1_Zinc,73,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 34m 27.3829s.jpg,Zinc,Cell1 19h 34m 27.3829s.jpg,24.042317199434,1,R1_Zinc,74,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 34m 37.2420s.jpg,Zinc,Cell1 19h 34m 37.2420s.jpg,24.228662694991602,1,R1_Zinc,75,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 34m 49.1549s.jpg,Zinc,Cell1 19h 34m 49.1549s.jpg,24.3695350347275,1,R1_Zinc,76,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 34m 59.6870s.jpg,Zinc,Cell1 19h 34m 59.6870s.jpg,24.721077090919103,1,R1_Zinc,77,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 35m 10.8310s.jpg,Zinc,Cell1 19h 35m 10.8310s.jpg,24.867646333988,1,R1_Zinc,78,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 35m 20.9500s.jpg,Zinc,Cell1 19h 35m 20.9500s.jpg,24.869238515936498,1,R1_Zinc,79,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 35m 38.3250s.jpg,Zinc,Cell1 19h 35m 38.3250s.jpg,25.215333314812604,1,R1_Zinc,80,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 35m 49.4749s.jpg,Zinc,Cell1 19h 35m 49.4749s.jpg,25.457876862437402,1,R1_Zinc,81,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 36m 03.7829s.jpg,Zinc,Cell1 19h 36m 03.7829s.jpg,25.6882189519623,1,R1_Zinc,82,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 36m 14.2330s.jpg,Zinc,Cell1 19h 36m 14.2330s.jpg,25.948989353397398,1,R1_Zinc,83,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 36m 26.9570s.jpg,Zinc,Cell1 19h 36m 26.9570s.jpg,26.089659255616898,1,R1_Zinc,84,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 36m 36.9849s.jpg,Zinc,Cell1 19h 36m 36.9849s.jpg,26.185531950153,1,R1_Zinc,85,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 36m 47.2049s.jpg,Zinc,Cell1 19h 36m 47.2049s.jpg,26.3460380536836,1,R1_Zinc,86,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 36m 57.4059s.jpg,Zinc,Cell1 19h 36m 57.4059s.jpg,26.3454295119142,1,R1_Zinc,87,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 37m 07.5060s.jpg,Zinc,Cell1 19h 37m 07.5060s.jpg,26.4107378994273,1,R1_Zinc,88,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 37m 19.7490s.jpg,Zinc,Cell1 19h 37m 19.7490s.jpg,26.691309612980103,1,R1_Zinc,89,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 37m 29.8259s.jpg,Zinc,Cell1 19h 37m 29.8259s.jpg,26.673167838902398,1,R1_Zinc,90,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 37m 40.920s.jpg,Zinc,Cell1 19h 37m 40.920s.jpg,26.8398664715204,1,R1_Zinc,91,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 37m 55.1879s.jpg,Zinc,Cell1 19h 37m 55.1879s.jpg,26.8159936331808,1,R1_Zinc,92,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 38m 06.220s.jpg,Zinc,Cell1 19h 38m 06.220s.jpg,27.0003871174193,1,R1_Zinc,93,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 38m 16.4749s.jpg,Zinc,Cell1 19h 38m 16.4749s.jpg,26.997743295376395,1,R1_Zinc,94,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 38m 27.5780s.jpg,Zinc,Cell1 19h 38m 27.5780s.jpg,27.1656442358813,1,R1_Zinc,95,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 38m 41.2109s.jpg,Zinc,Cell1 19h 38m 41.2109s.jpg,27.165958165744602,1,R1_Zinc,96,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 38m 50.8610s.jpg,Zinc,Cell1 19h 38m 50.8610s.jpg,27.165958288302697,1,R1_Zinc,97,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 39m 12.2860s.jpg,Zinc,Cell1 19h 39m 12.2860s.jpg,27.164862836466302,1,R1_Zinc,99,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 39m 22.3440s.jpg,Zinc,Cell1 19h 39m 22.3440s.jpg,27.0059919980888,1,R1_Zinc,100,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 39m 35.5360s.jpg,Zinc,Cell1 19h 39m 35.5360s.jpg,26.8249145446743,1,R1_Zinc,101,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 39m 45.6159s.jpg,Zinc,Cell1 19h 39m 45.6159s.jpg,26.837168666262997,1,R1_Zinc,102,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_1/Image data/Stage 2/pics/Cell1 19h 39m 55.7929s.jpg,Zinc,Cell1 19h 39m 55.7929s.jpg,26.991803099959803,1,R1_Zinc,103,2
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 19m 23.409s.jpg,Lead,Cell1 14h 19m 23.409s.jpg,3.3693653528051604,2,R2_Lead,111,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 19m 43.3729s.jpg,Lead,Cell1 14h 19m 43.3729s.jpg,6.9924319994619815,2,R2_Lead,113,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 19m 53.6159s.jpg,Lead,Cell1 14h 19m 53.6159s.jpg,7.59296618110879,2,R2_Lead,114,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 20m 03.5669s.jpg,Lead,Cell1 14h 20m 03.5669s.jpg,8.25302183351333,2,R2_Lead,115,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 21m 14.7349s.jpg,Lead,Cell1 14h 21m 14.7349s.jpg,11.4521810828825,2,R2_Lead,122,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 21m 24.8670s.jpg,Lead,Cell1 14h 21m 24.8670s.jpg,12.145868869229,2,R2_Lead,123,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 23m 36.6019s.jpg,Lead,Cell1 14h 23m 36.6019s.jpg,15.7058421533511,2,R2_Lead,136,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 24m 07.680s.jpg,Lead,Cell1 14h 24m 07.680s.jpg,16.5974372884591,2,R2_Lead,139,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 24m 17.3069s.jpg,Lead,Cell1 14h 24m 17.3069s.jpg,16.8223277912304,2,R2_Lead,140,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 24m 27.2839s.jpg,Lead,Cell1 14h 24m 27.2839s.jpg,16.603854847171302,2,R2_Lead,141,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 24m 37.4649s.jpg,Lead,Cell1 14h 24m 37.4649s.jpg,16.603711259481198,2,R2_Lead,142,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 24m 47.6349s.jpg,Lead,Cell1 14h 24m 47.6349s.jpg,16.846319766948902,2,R2_Lead,143,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 24m 57.6730s.jpg,Lead,Cell1 14h 24m 57.6730s.jpg,16.8022863976548,2,R2_Lead,144,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 25m 07.7079s.jpg,Lead,Cell1 14h 25m 07.7079s.jpg,17.0449240318045,2,R2_Lead,145,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 25m 18.1719s.jpg,Lead,Cell1 14h 25m 18.1719s.jpg,17.0446586766903,2,R2_Lead,146,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 25m 28.3689s.jpg,Lead,Cell1 14h 25m 28.3689s.jpg,17.044660559258098,2,R2_Lead,147,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 25m 38.3159s.jpg,Lead,Cell1 14h 25m 38.3159s.jpg,17.0446447221313,2,R2_Lead,148,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 25m 48.4609s.jpg,Lead,Cell1 14h 25m 48.4609s.jpg,17.052719741803,2,R2_Lead,149,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 25m 58.4489s.jpg,Lead,Cell1 14h 25m 58.4489s.jpg,17.2594680874392,2,R2_Lead,150,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 26m 08.6659s.jpg,Lead,Cell1 14h 26m 08.6659s.jpg,17.482436877922,2,R2_Lead,151,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 26m 18.8120s.jpg,Lead,Cell1 14h 26m 18.8120s.jpg,17.4845165359582,2,R2_Lead,152,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 26m 29.2209s.jpg,Lead,Cell1 14h 26m 29.2209s.jpg,17.4844918944965,2,R2_Lead,153,1
/home/josheen/projects/def-vinay/josheen/DL/Figure13model/Cleaned_ImageData/Run_2/Image data/Stage 1/pics/Cell1 14h 26m 49.6840s.jpg,Lead,Cell1 14h 26m 49.6840s.jpg,17.7032755127794,2,R2_Lead,155,1
